ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,d,time(ms)
-1.40625,0.087890625,0.4833984375,0.0,0.0,-0.3515625,-4.39453125,-42.3193359375,0000000000111111,15880
-25.751953125,0.2197265625,0.2197265625,-0.439453125,0.0,-0.439453125,-4.306640625,-41.0888671875,0000000000111111,15900
-33.5302734375,0.2197265625,0.3955078125,-0.439453125,0.0439453125,-0.2197265625,-3.8671875,-39.287109375,0000000000111111,15920
-6.4599609375,0.1318359375,0.4833984375,-0.1318359375,0.0,-0.2197265625,-3.4716796875,-37.3095703125,0000000000111111,15940
-0.5712890625,-0.0439453125,0.4833984375,-0.17578125,0.0,-0.3515625,-3.603515625,-35.5517578125,0000000000111111,15960
-1.23046875,0.3076171875,0.3076171875,-0.4833984375,0.0,-0.439453125,-3.8671875,-34.1015625,0000000000111111,15980
-0.87890625,-0.087890625,0.52734375,-0.5712890625,0.0,-0.1318359375,-3.6474609375,-32.7392578125,0000000000111111,16000
-0.703125,0.5712890625,0.17578125,-0.263671875,0.0,-0.263671875,-2.900390625,-30.7177734375,0000000000111111,16020
-1.0107421875,0.17578125,0.439453125,-0.263671875,0.0,-0.263671875,-2.4609375,-28.564453125,0000000000111111,16040
-0.966796875,0.439453125,0.3515625,-0.2197265625,0.0,-0.4833984375,-2.8125,-26.4990234375,0000000000111111,16060
-0.7470703125,0.2197265625,0.4833984375,-0.263671875,0.0,-0.5712890625,-3.4716796875,-24.873046875,0000000000111111,16080
-1.93359375,0.3076171875,0.3076171875,-0.3515625,0.0,-0.3515625,-3.8232421875,-23.90625,0000000000111111,16100
-1.142578125,0.3076171875,0.1318359375,-0.1318359375,0.0,-0.0439453125,-3.33984375,-22.587890625,0000000000111111,16120
-0.703125,0.2197265625,0.4833984375,-0.3515625,0.0,0.0439453125,-2.7685546875,-20.478515625,0000000000111111,16140
-0.791015625,0.17578125,0.3515625,-0.439453125,0.0,-0.3955078125,-2.9443359375,-18.017578125,0000000000111111,16160
-0.8349609375,0.0,0.17578125,-0.1318359375,0.0,-0.1318359375,-4.0869140625,-16.3037109375,0000000000111111,16180
-1.58203125,0.439453125,0.439453125,-0.1318359375,0.0,-0.3955078125,-4.8779296875,-15.64453125,0000000000111111,16200
-0.9228515625,-0.2197265625,0.3955078125,-0.263671875,0.0,-0.0439453125,-5.44921875,-14.94140625,0000000000111111,16220
-1.2744140625,-0.087890625,0.1318359375,-0.0439453125,0.0,0.3515625,-5.3173828125,-13.4912109375,0000000000111111,16240
-0.52734375,-0.087890625,0.703125,-0.703125,0.0,0.087890625,-5.361328125,-11.2939453125,0000000000111111,16260
-1.142578125,-0.1318359375,0.5712890625,-0.3515625,0.0,-0.3076171875,-6.064453125,-8.7890625,0000000000111111,16280
-1.494140625,-0.17578125,0.52734375,-0.263671875,0.0,0.0,-6.7236328125,-6.943359375,0000000000111111,16300
-1.6259765625,-0.439453125,0.3955078125,-0.1318359375,0.0,-0.0439453125,-6.9873046875,-6.1083984375,0000000000111111,16320
-0.703125,-0.3955078125,0.1318359375,-0.3515625,0.0,-0.1318359375,-6.8994140625,-5.4931640625,0000000000111111,16340
-2.6806640625,0.0,0.4833984375,-0.3076171875,0.0,0.0,-6.6357421875,-4.39453125,0000000000111111,16360
-1.9775390625,-0.3955078125,0.439453125,-0.17578125,0.0,0.1318359375,-6.9873046875,-2.7685546875,0000000000111111,16380
-1.58203125,0.1318359375,0.439453125,-0.263671875,0.0439453125,0.087890625,-7.8662109375,-1.0107421875,0000000000111111,16400
-1.23046875,-0.17578125,0.52734375,-0.1318359375,0.0,0.087890625,-8.525390625,0.3955078125,0000000000111111,16420
-0.791015625,-0.3955078125,0.3076171875,-0.17578125,0.0,-0.3076171875,-9.228515625,1.8896484375,0000000000111111,16440
-1.2744140625,-0.3076171875,0.3955078125,-0.6591796875,0.0,-0.087890625,-8.7451171875,3.33984375,0000000000111111,16460
-1.3623046875,-0.1318359375,0.52734375,-0.615234375,0.0,-0.087890625,-6.767578125,3.955078125,0000000000111111,16480
-1.6259765625,-0.1318359375,0.52734375,-0.52734375,0.0439453125,0.0,-5.361328125,4.3505859375,0000000000111111,16500
-2.4169921875,-0.263671875,0.4833984375,-0.17578125,0.0,-0.3955078125,-3.69140625,4.482421875,0000000000111111,16520
-0.615234375,-0.439453125,0.263671875,-0.52734375,0.0,-0.263671875,-2.373046875,4.39453125,0000000000111111,16540
-1.58203125,-0.1318359375,-0.087890625,-0.8349609375,0.0,-0.0439453125,-1.58203125,4.21875,0000000000111111,16560
-1.669921875,0.0439453125,0.17578125,-0.52734375,0.0,0.0439453125,-1.8896484375,4.4384765625,0000000000111111,16580
-1.8017578125,-0.263671875,-0.1318359375,-0.087890625,0.0439453125,0.0439453125,-2.4609375,4.921875,0000000000111111,16600
-1.669921875,-0.1318359375,0.4833984375,0.087890625,0.0,0.0439453125,-2.7685546875,5.537109375,0000000000111111,16620
-1.8017578125,-0.52734375,0.3515625,-0.087890625,0.0,-0.1318359375,-2.4609375,5.9326171875,0000000000111111,16640
-2.1533203125,-0.2197265625,0.3515625,-0.17578125,0.0,0.0,-2.2412109375,6.0205078125,0000000000111111,16660
-1.8896484375,-0.1318359375,0.17578125,-0.615234375,0.0,-0.3076171875,-2.5927734375,5.9326171875,0000000000111111,16680
-1.23046875,-0.3955078125,0.3955078125,0.0439453125,0.0,-0.263671875,-2.900390625,5.5810546875,0000000000111111,16700
-0.966796875,0.0,0.17578125,-0.087890625,0.0,-0.2197265625,-3.5595703125,5.0537109375,0000000000111111,16720
-1.58203125,-0.2197265625,0.1318359375,-0.1318359375,0.0,-0.17578125,-4.482421875,4.658203125,0000000000111111,16740
-1.6259765625,0.3955078125,-0.1318359375,-0.17578125,0.0,0.0439453125,-5.09765625,4.482421875,0000000000111111,16760
-1.5380859375,-0.3955078125,0.0439453125,-0.263671875,0.0,-0.1318359375,-5.1416015625,4.482421875,0000000000111111,16780
-2.1533203125,-0.263671875,0.439453125,-0.1318359375,0.0439453125,-0.2197265625,-5.185546875,4.482421875,0000000000111111,16800
-2.1533203125,-0.2197265625,-0.0439453125,-0.17578125,0.0,-0.439453125,-5.4052734375,4.4384765625,0000000000111111,16820
-2.109375,-0.263671875,0.0,-0.615234375,0.0439453125,-0.3515625,-5.6689453125,4.3505859375,0000000000111111,16840
-1.5380859375,0.087890625,0.263671875,-0.3515625,0.0,0.0,-6.0205078125,4.21875,0000000000111111,16860
-2.63671875,-0.17578125,-0.0439453125,-0.4833984375,0.0,-0.3515625,-6.328125,4.04296875,0000000000111111,16880
-1.23046875,-0.3076171875,0.087890625,-0.7470703125,0.0,-0.087890625,-6.50390625,3.8671875,0000000000111111,16900
-1.3623046875,0.263671875,-0.087890625,-0.3076171875,0.0,-0.087890625,-6.416015625,3.7353515625,0000000000111111,16920
-1.845703125,0.1318359375,0.0,-0.1318359375,0.0,0.0439453125,-6.240234375,3.69140625,0000000000111111,16940
-1.142578125,-0.3955078125,-0.0439453125,-0.2197265625,0.0,-0.0439453125,-5.8447265625,3.6474609375,0000000000111111,16960
-1.494140625,-0.1318359375,0.1318359375,-0.3515625,0.0,-0.3076171875,-5.4931640625,3.603515625,0000000000111111,16980
-2.1533203125,-0.2197265625,0.1318359375,-0.3955078125,0.0,-0.1318359375,-5.4931640625,3.779296875,0000000000111111,17000
-1.494140625,-0.263671875,0.3076171875,-0.3515625,0.0,0.0,-5.6689453125,3.955078125,0000000000111111,17020
-0.9228515625,-0.2197265625,0.17578125,-0.1318359375,0.0,0.263671875,-5.9326171875,4.1748046875,0000000000111111,17040
-1.58203125,-0.3515625,-0.3076171875,-0.439453125,0.0,-0.1318359375,-6.1083984375,4.1748046875,0000000000111111,17060
-2.1533203125,-0.2197265625,-0.0439453125,-0.263671875,0.0,0.0,-6.1083984375,4.0869140625,0000000000111111,17080
-1.494140625,-0.2197265625,0.0,-0.4833984375,0.0,-0.1318359375,-6.15234375,4.0869140625,0000000000111111,17100
-2.5048828125,-0.2197265625,0.0,-0.17578125,0.0,-0.5712890625,-6.240234375,4.130859375,0000000000111111,17120
-0.966796875,-0.263671875,-0.263671875,-0.4833984375,0.0,-0.1318359375,-6.3720703125,4.21875,0000000000111111,17140
-1.318359375,0.0439453125,0.3515625,-0.52734375,0.0,-0.17578125,-6.416015625,4.21875,0000000000111111,17160
-1.23046875,-0.2197265625,-0.087890625,-0.439453125,0.0,-0.439453125,-6.4599609375,4.306640625,0000000000111111,17180
-1.0546875,-0.2197265625,0.1318359375,-0.439453125,0.0,-0.439453125,-6.50390625,4.3505859375,0000000000111111,17200
-1.7138671875,-0.17578125,0.439453125,-0.3955078125,0.0,-0.3076171875,-6.5478515625,4.482421875,0000000000111111,17220
-1.494140625,-0.0439453125,0.263671875,-0.17578125,0.0,-0.1318359375,-6.5478515625,4.5263671875,0000000000111111,17240
-1.669921875,-0.3076171875,0.263671875,0.0,0.0,-0.0439453125,-6.2841796875,4.5703125,0000000000111111,17260
-2.021484375,-0.2197265625,0.3515625,0.087890625,0.0,-0.1318359375,-6.240234375,4.482421875,0000000000111111,17280
-1.6259765625,0.17578125,-0.17578125,0.0,0.0,0.1318359375,-6.3720703125,4.5263671875,0000000000111111,17300
-1.669921875,-0.1318359375,0.3955078125,-0.2197265625,0.0,-0.1318359375,-6.3720703125,4.6142578125,0000000000111111,17320
-2.0654296875,-0.17578125,0.2197265625,-0.2197265625,0.0,0.0,-6.328125,4.6142578125,0000000000111111,17340
-1.93359375,-0.0439453125,0.1318359375,-0.2197265625,0.0,-0.2197265625,-6.416015625,4.6142578125,0000000000111111,17360
-1.3623046875,0.087890625,-0.0439453125,-0.263671875,0.0,-0.1318359375,-6.3720703125,4.5263671875,0000000000111111,17380
-0.966796875,-0.0439453125,0.3515625,-0.703125,0.0,-0.087890625,-6.416015625,4.482421875,0000000000111111,17400
-1.2744140625,-0.263671875,0.2197265625,-0.703125,0.0439453125,0.0,-6.4599609375,4.2626953125,0000000000111111,17420
-1.318359375,-0.52734375,0.3955078125,-0.703125,0.0,-0.3955078125,-6.4599609375,4.130859375,0000000000111111,17440
-1.2744140625,-0.7470703125,0.1318359375,-0.6591796875,0.0,-0.3955078125,-6.416015625,4.0869140625,0000000000111111,17460
-1.23046875,-0.5712890625,0.1318359375,-0.3076171875,0.0,-0.3955078125,-6.591796875,4.04296875,0000000000111111,17480
-1.6259765625,-0.52734375,0.1318359375,-0.1318359375,0.0,-0.1318359375,-6.85546875,4.04296875,0000000000111111,17500
-1.318359375,-0.3955078125,0.439453125,-0.17578125,0.0,-0.17578125,-6.943359375,3.955078125,0000000000111111,17520
-1.6259765625,-0.3515625,0.087890625,0.17578125,0.0,0.0439453125,-7.0751953125,3.9990234375,0000000000111111,17540
-1.3623046875,-0.439453125,0.439453125,0.1318359375,0.0,-0.263671875,-7.2509765625,3.9990234375,0000000000111111,17560
-1.40625,-0.439453125,0.3955078125,0.3515625,0.0,-0.2197265625,-7.3828125,3.955078125,0000000000111111,17580
-1.494140625,-0.439453125,0.2197265625,-0.0439453125,0.0,-0.0439453125,-7.6904296875,3.8671875,0000000000111111,17600
-1.0546875,-0.439453125,0.0,-0.1318359375,0.0,-0.2197265625,-8.1298828125,3.8671875,0000000000111111,17620
-1.845703125,-0.439453125,0.1318359375,0.087890625,0.0,-0.1318359375,-8.701171875,3.9111328125,0000000000111111,17640
-2.548828125,-0.0439453125,0.439453125,0.439453125,0.0,-0.3515625,-9.4482421875,3.8232421875,0000000000111111,17660
-1.8896484375,0.0439453125,0.1318359375,0.4833984375,0.0,-0.17578125,-10.1953125,3.8232421875,0000000000111111,17680
-1.40625,-0.17578125,-0.087890625,0.3076171875,0.0,0.087890625,-10.4150390625,3.8232421875,0000000000111111,17700
-1.6259765625,-0.1318359375,0.3076171875,0.0,0.0,-0.3076171875,-10.283203125,3.9111328125,0000000000111111,17720
-1.0107421875,0.3076171875,0.263671875,0.17578125,0.0,0.1318359375,-10.0634765625,4.0869140625,0000000000111111,17740
-0.8349609375,0.087890625,0.439453125,0.3076171875,0.0,-0.0439453125,-9.931640625,4.21875,0000000000111111,17760
-1.93359375,0.2197265625,0.439453125,0.17578125,0.0,-0.1318359375,-9.84375,4.482421875,0000000000111111,17780
-1.8017578125,0.2197265625,0.17578125,0.1318359375,0.0,-0.2197265625,-9.9755859375,4.7021484375,0000000000111111,17800
-1.4501953125,0.0439453125,0.1318359375,0.1318359375,0.0,-0.17578125,-10.107421875,4.833984375,0000000000111111,17820
-1.0986328125,-0.3515625,0.3076171875,0.5712890625,0.0,-0.087890625,-10.1953125,4.833984375,0000000000111111,17840
-2.28515625,0.3076171875,0.3515625,0.3076171875,0.0,0.0,-10.0634765625,4.833984375,0000000000111111,17860
-1.40625,1.0546875,0.0,0.1318359375,0.0,-0.0439453125,-9.66796875,4.7900390625,0000000000111111,17880
-1.669921875,0.0,0.3076171875,0.17578125,0.0,-0.1318359375,-9.228515625,4.74609375,0000000000111111,17900
-1.494140625,0.263671875,0.3955078125,0.3515625,0.0,-0.0439453125,-9.0087890625,4.5703125,0000000000111111,17920
-1.0107421875,0.3076171875,0.2197265625,-0.4833984375,0.0,-0.087890625,-8.876953125,4.306640625,0000000000111111,17940
-1.58203125,0.17578125,0.17578125,-0.3076171875,0.0,-0.1318359375,-8.7890625,4.04296875,0000000000111111,17960
-1.23046875,0.439453125,0.439453125,-0.3955078125,0.0,-0.3076171875,-8.525390625,3.8671875,0000000000111111,17980
-1.0986328125,0.2197265625,0.2197265625,-0.263671875,0.0,-0.1318359375,-8.26171875,3.779296875,0000000000111111,18000
-1.0107421875,0.1318359375,0.3515625,0.263671875,0.0,-0.2197265625,-7.9541015625,3.6474609375,0000000000111111,18020
-1.58203125,0.3955078125,0.17578125,0.3076171875,0.0,-0.1318359375,-7.822265625,3.515625,0000000000111111,18040
-1.1865234375,0.3955078125,0.1318359375,0.1318359375,0.0,-0.0439453125,-7.646484375,3.2958984375,0000000000111111,18060
-1.40625,0.17578125,0.0439453125,0.1318359375,0.0,-0.1318359375,-7.3388671875,3.2080078125,0000000000111111,18080
-1.3623046875,0.439453125,0.1318359375,0.1318359375,0.0,-0.17578125,-7.0751953125,3.076171875,0000000000111111,18100
-1.7138671875,0.3515625,0.3515625,-0.2197265625,0.0,-0.0439453125,-6.8994140625,3.0322265625,0000000000111111,18120
-1.318359375,0.2197265625,0.3076171875,0.1318359375,0.0,-0.087890625,-6.6796875,2.98828125,0000000000111111,18140
-2.373046875,0.087890625,0.0439453125,0.0,0.0,0.3515625,-6.591796875,2.900390625,0000000000111111,18160
-1.4501953125,0.1318359375,-0.1318359375,0.1318359375,0.0,-0.087890625,-6.5478515625,2.8125,0000000000111111,18180
-1.142578125,0.6591796875,-0.0439453125,0.263671875,0.0,-0.0439453125,-6.5478515625,2.7685546875,0000000000111111,18200
-1.0986328125,0.703125,0.087890625,0.3955078125,0.0,0.1318359375,-6.6357421875,2.7685546875,0000000000111111,18220
-1.0107421875,0.439453125,0.3515625,0.4833984375,0.0,-0.263671875,-6.8115234375,2.7685546875,0000000000111111,18240
-1.23046875,0.439453125,0.3076171875,0.0,0.0,0.0,-6.943359375,2.900390625,0000000000111111,18260
-1.40625,0.439453125,0.087890625,0.3076171875,0.0,-0.1318359375,-6.943359375,2.900390625,0000000000111111,18280
-1.0986328125,0.703125,0.087890625,-0.439453125,0.0,-0.3955078125,-6.943359375,2.8564453125,0000000000111111,18300
-1.318359375,0.5712890625,0.0,-0.439453125,0.0,-0.087890625,-6.7236328125,2.7685546875,0000000000111111,18320
-1.0107421875,0.7470703125,0.3515625,-0.17578125,0.0,0.087890625,-6.7236328125,2.5927734375,0000000000111111,18340
-1.40625,0.52734375,0.17578125,0.2197265625,0.0,0.0439453125,-6.5478515625,2.3291015625,0000000000111111,18360
-1.4501953125,0.439453125,0.2197265625,0.1318359375,0.0,-0.087890625,-5.8447265625,1.8896484375,0000000000111111,18380
-1.318359375,0.52734375,-0.1318359375,0.17578125,0.0,0.1318359375,-4.39453125,1.5380859375,0000000000111111,18400
-1.142578125,0.439453125,0.4833984375,0.52734375,0.0,-0.0439453125,-2.6806640625,1.318359375,0000000000111111,18420
-1.8896484375,0.4833984375,-0.0439453125,0.52734375,0.0,-0.1318359375,-1.0546875,1.4501953125,0000000000111111,18440
-1.8017578125,0.439453125,0.3076171875,0.17578125,0.0,-0.2197265625,-0.439453125,1.5380859375,0000000000111111,18460
-1.58203125,0.439453125,-0.087890625,0.3076171875,0.0,-0.3515625,-0.615234375,1.58203125,0000000000111111,18480
-1.318359375,0.3515625,-0.087890625,0.439453125,0.0,-0.1318359375,-1.142578125,1.494140625,0000000000111111,18500
-0.8349609375,0.615234375,0.087890625,0.1318359375,0.0,0.17578125,-1.7138671875,1.23046875,0000000000111111,18520
-1.3623046875,0.703125,0.087890625,0.439453125,0.0,-0.2197265625,-2.0654296875,0.615234375,0000000000111111,18540
-2.4609375,0.3955078125,0.2197265625,-0.0439453125,0.0,0.1318359375,-2.1533203125,-0.1318359375,0000000000111111,18560
-1.494140625,0.439453125,-0.1318359375,0.1318359375,0.0,0.17578125,-2.1533203125,-0.7470703125,0000000000111111,18580
-0.439453125,0.3955078125,-0.2197265625,0.1318359375,0.0,0.1318359375,-1.8896484375,-1.1865234375,0000000000111111,18600
-0.8349609375,0.3076171875,-0.0439453125,0.439453125,0.0,-0.1318359375,-1.7578125,-1.318359375,0000000000111111,18620
-1.142578125,0.52734375,-0.1318359375,0.263671875,0.0,0.0439453125,-1.6259765625,-1.318359375,0000000000111111,18640
-0.2197265625,0.4833984375,0.1318359375,0.5712890625,0.0,-0.263671875,-1.7138671875,-1.0107421875,0000000000111111,18660
0.1318359375,0.17578125,0.087890625,0.263671875,0.0,-0.263671875,-2.021484375,-0.6591796875,0000000000111111,18680
-0.263671875,0.439453125,0.2197265625,0.52734375,0.0,0.0,-2.0654296875,-0.3515625,0000000000111111,18700
0.615234375,0.439453125,0.2197265625,0.52734375,0.0,-0.1318359375,-1.8896484375,-0.2197265625,0000000000111111,18720
-0.0439453125,0.703125,0.439453125,0.439453125,0.0,-0.263671875,-1.669921875,-0.439453125,0000000000111111,18740
-0.5712890625,0.1318359375,0.2197265625,0.263671875,0.0,-0.0439453125,-1.494140625,-0.7470703125,0000000000111111,18760
-0.6591796875,0.3076171875,-0.1318359375,0.7470703125,0.0,0.17578125,-1.40625,-1.0107421875,0000000000111111,18780
-0.5712890625,0.439453125,-0.087890625,0.3955078125,0.0,0.1318359375,-1.40625,-1.142578125,0000000000111111,18800
-1.2744140625,0.2197265625,0.1318359375,0.439453125,0.0,-0.263671875,-1.5380859375,-1.1865234375,0000000000111111,18820
-1.6259765625,0.3515625,0.263671875,0.439453125,0.0,-0.087890625,-1.845703125,-1.2744140625,0000000000111111,18840
-1.142578125,0.1318359375,0.3955078125,-0.2197265625,0.0,-0.3955078125,-2.5048828125,-1.40625,0000000000111111,18860
-0.791015625,0.263671875,-0.0439453125,-0.1318359375,0.0,0.3076171875,-3.0322265625,-1.4501953125,0000000000111111,18880
-1.318359375,0.0,0.263671875,-0.3515625,0.0,-0.0439453125,-3.2080078125,-1.4501953125,0000000000111111,18900
-1.40625,0.263671875,0.1318359375,-0.3076171875,0.0,-0.1318359375,-3.0322265625,-1.494140625,0000000000111111,18920
-1.5380859375,0.263671875,0.1318359375,-0.17578125,0.0,-0.087890625,-2.6806640625,-1.58203125,0000000000111111,18940
-1.40625,0.4833984375,0.3076171875,-0.0439453125,0.0,-0.17578125,-2.1533203125,-1.669921875,0000000000111111,18960
-1.93359375,0.1318359375,0.3076171875,0.1318359375,0.0,-0.17578125,-1.8896484375,-1.7138671875,0000000000111111,18980
-1.1865234375,0.3515625,0.0,0.263671875,0.0,-0.2197265625,-1.6259765625,-1.58203125,0000000000111111,19000
-1.23046875,0.3955078125,-0.087890625,0.6591796875,0.0,0.1318359375,-1.494140625,-1.23046875,0000000000111111,19020
-1.318359375,0.17578125,-0.17578125,0.4833984375,0.0439453125,-0.087890625,-1.318359375,-0.791015625,0000000000111111,19040
-2.1533203125,0.439453125,0.1318359375,0.263671875,0.0,-0.1318359375,-1.2744140625,-0.439453125,0000000000111111,19060
-1.3623046875,0.439453125,0.1318359375,0.5712890625,0.0,-0.0439453125,-1.23046875,-0.3076171875,0000000000111111,19080
-1.0986328125,0.439453125,0.17578125,0.3515625,0.0,-0.1318359375,-1.2744140625,-0.17578125,0000000000111111,19100
-0.5712890625,0.3955078125,0.52734375,0.3515625,0.0,-0.3515625,-1.318359375,0.0,0000000000111111,19120
-1.0546875,0.17578125,0.0439453125,-0.0439453125,0.0,-0.2197265625,-1.318359375,0.087890625,0000000000111111,19140
-2.197265625,0.17578125,-0.0439453125,0.0,0.0,0.0,-1.40625,0.1318359375,0000000000111111,19160
-1.8017578125,0.3076171875,0.263671875,0.2197265625,0.0,-0.0439453125,-1.494140625,0.2197265625,0000000000111111,19180
-1.669921875,0.3076171875,0.1318359375,0.4833984375,0.0,-0.0439453125,-1.845703125,0.1318359375,0000000000111111,19200
-2.0654296875,0.17578125,0.4833984375,0.3955078125,0.0,-0.17578125,-2.4609375,0.0439453125,0000000000111111,19220
-1.58203125,0.1318359375,0.3955078125,0.52734375,0.0,0.263671875,-3.1640625,0.0,0000000000111111,19240
-1.58203125,0.2197265625,0.5712890625,0.17578125,0.0,0.17578125,-3.7353515625,0.0,0000000000111111,19260
-1.318359375,0.087890625,0.439453125,0.4833984375,0.0,0.3955078125,-4.21875,-0.0439453125,0000000000111111,19280
-1.2744140625,-0.0439453125,0.1318359375,0.615234375,0.0,0.17578125,-4.658203125,-0.1318359375,0000000000111111,19300
-0.9228515625,0.1318359375,0.1318359375,0.263671875,0.0,0.1318359375,-5.1416015625,-0.17578125,0000000000111111,19320
-1.318359375,0.1318359375,0.52734375,0.1318359375,0.0,0.1318359375,-5.4931640625,-0.17578125,0000000000111111,19340
-1.0107421875,0.2197265625,0.3515625,0.17578125,0.0,-0.263671875,-5.80078125,-0.1318359375,0000000000111111,19360
-1.1865234375,0.263671875,0.0439453125,0.4833984375,0.0,-0.1318359375,-5.888671875,-0.1318359375,0000000000111111,19380
-1.142578125,0.087890625,0.087890625,0.3076171875,0.0,-0.1318359375,-6.1083984375,-0.1318359375,0000000000111111,19400
-1.7138671875,0.1318359375,0.0439453125,0.0,0.0,0.0439453125,-6.5478515625,-0.17578125,0000000000111111,19420
-0.263671875,0.0439453125,0.263671875,0.087890625,0.0,-0.1318359375,-6.8994140625,-0.2197265625,0000000000111111,19440
-1.0546875,0.2197265625,0.4833984375,0.0,0.0439453125,0.087890625,-7.03125,-0.2197265625,0000000000111111,19460
-1.0107421875,0.17578125,0.439453125,0.087890625,0.0,0.3955078125,-6.8994140625,-0.0439453125,0000000000111111,19480
-1.3623046875,0.3955078125,0.52734375,0.2197265625,0.0,0.439453125,-6.8115234375,0.263671875,0000000000111111,19500
-1.2744140625,0.1318359375,0.17578125,0.3955078125,0.0,-0.0439453125,-6.591796875,0.615234375,0000000000111111,19520
-1.5380859375,0.3515625,0.1318359375,0.0,0.0,-0.087890625,-6.0205078125,0.9228515625,0000000000111111,19540
-1.5380859375,0.2197265625,0.6591796875,0.2197265625,0.0,0.0,-5.5810546875,1.0986328125,0000000000111111,19560
-1.6259765625,-0.17578125,0.263671875,0.1318359375,0.0,-0.1318359375,-5.537109375,1.318359375,0000000000111111,19580
-2.4609375,0.17578125,0.439453125,0.615234375,0.0,0.2197265625,-5.888671875,1.58203125,0000000000111111,19600
-1.9775390625,0.3955078125,0.0439453125,0.3076171875,0.0,0.17578125,-6.1962890625,1.8017578125,0000000000111111,19620
-1.58203125,0.1318359375,0.17578125,0.703125,0.0,0.0439453125,-6.3720703125,1.9775390625,0000000000111111,19640
-1.494140625,0.2197265625,0.52734375,0.087890625,0.0,0.0,-6.5478515625,1.9775390625,0000000000111111,19660
-1.0546875,0.1318359375,0.4833984375,0.3515625,0.0,0.1318359375,-6.8115234375,1.9775390625,0000000000111111,19680
-1.4501953125,0.087890625,0.1318359375,0.703125,0.0,0.1318359375,-7.119140625,1.8896484375,0000000000111111,19700
-0.615234375,0.17578125,0.17578125,0.3076171875,0.0,0.0,-7.20703125,1.8017578125,0000000000111111,19720
-0.703125,0.263671875,0.3955078125,0.52734375,0.0,0.3515625,-7.294921875,1.669921875,0000000000111111,19740
-1.318359375,0.3515625,0.1318359375,0.3955078125,0.0,0.17578125,-7.294921875,1.58203125,0000000000111111,19760
-0.6591796875,0.087890625,0.0439453125,0.087890625,0.0,0.17578125,-7.0751953125,1.58203125,0000000000111111,19780
-1.5380859375,-0.17578125,0.3076171875,0.17578125,0.0,0.1318359375,-6.767578125,1.58203125,0000000000111111,19800
-2.109375,0.0,-0.0439453125,0.263671875,0.0,0.087890625,-6.50390625,1.494140625,0000000000111111,19820
-1.494140625,0.3076171875,0.17578125,0.439453125,0.0,0.17578125,-6.1083984375,1.2744140625,0000000000111111,19840
-1.40625,0.3955078125,0.439453125,0.17578125,0.0,0.263671875,-5.80078125,1.0107421875,0000000000111111,19860
-1.40625,0.3076171875,0.3955078125,0.5712890625,0.0,0.1318359375,-5.537109375,0.8349609375,0000000000111111,19880
-1.318359375,0.4833984375,0.3076171875,-0.087890625,0.0,0.1318359375,-5.0537109375,0.7470703125,0000000000111111,19900
-1.1865234375,0.3076171875,0.087890625,0.0439453125,0.0,-0.1318359375,-4.4384765625,0.7470703125,0000000000111111,19920
-1.494140625,0.3076171875,-0.087890625,-0.1318359375,0.0,0.0,-3.69140625,0.703125,0000000000111111,19940
-1.494140625,0.3515625,-0.0439453125,0.0439453125,0.0,-0.1318359375,-2.98828125,0.703125,0000000000111111,19960
-1.4501953125,0.17578125,0.1318359375,0.17578125,0.0,-0.087890625,-2.197265625,0.703125,0000000000111111,19980
-1.9775390625,0.439453125,-0.3076171875,0.1318359375,0.0,-0.263671875,-1.4501953125,0.8349609375,0000000000111111,20000
-2.373046875,0.3076171875,0.0,0.17578125,0.0,-0.1318359375,-0.9228515625,1.0107421875,0000000000111111,20020
-1.6259765625,0.52734375,0.0439453125,0.439453125,0.0,0.087890625,-0.87890625,1.1865234375,0000000000111111,20040
-1.0986328125,0.4833984375,0.1318359375,0.3515625,0.0,-0.087890625,-0.966796875,1.318359375,0000000000111111,20060
-0.966796875,0.5712890625,-0.087890625,-0.1318359375,0.0,-0.1318359375,-1.0986328125,1.318359375,0000000000111111,20080
-18.544921875,0.439453125,-0.087890625,0.263671875,0.0,-0.2197265625,-1.142578125,1.318359375,0000000000111111,20100
-32.0361328125,0.439453125,0.0,0.615234375,0.0,-0.1318359375,-1.4501953125,1.58203125,0000000000111111,20120
-3.0322265625,0.439453125,0.17578125,0.3955078125,0.0,0.0439453125,-2.109375,1.8896484375,0000000000111111,20140
-0.703125,0.3515625,0.087890625,0.439453125,0.0,0.087890625,-2.98828125,2.3291015625,0000000000111111,20160
-1.0107421875,0.439453125,-0.1318359375,0.2197265625,0.0,-0.1318359375,-3.69140625,2.6806640625,0000000000111111,20180
-0.791015625,0.6591796875,0.0,0.3955078125,0.0,-0.1318359375,-4.306640625,3.076171875,0000000000111111,20200
-1.58203125,0.2197265625,0.1318359375,-0.087890625,0.0,-0.1318359375,-4.7900390625,3.4716796875,0000000000111111,20220
-0.3955078125,0.263671875,0.3515625,-0.3076171875,0.0,-0.1318359375,-4.7900390625,3.9111328125,0000000000111111,20240
-2.28515625,0.3076171875,0.17578125,-0.3515625,0.0,0.0439453125,-4.482421875,4.2626953125,0000000000111111,20260
-1.0107421875,0.17578125,0.087890625,-0.3076171875,0.0,-0.263671875,-3.9990234375,4.482421875,0000000000111111,20280
