ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,d,time(ms)
-0.3955078125,-0.6591796875,0.1318359375,-0.3955078125,0.0,0.0439453125,-0.6591796875,-0.1318359375,0000000000111111,860
-0.3515625,-0.3955078125,0.439453125,0.0,0.0,0.2197265625,-0.703125,-0.087890625,0000000000111111,880
-0.8349609375,-0.1318359375,0.17578125,0.17578125,0.0,-0.087890625,-0.6591796875,-0.0439453125,0000000000111111,900
-0.3955078125,0.0439453125,0.2197265625,0.1318359375,0.0439453125,0.087890625,-0.615234375,-0.087890625,0000000000111111,920
-0.263671875,-0.1318359375,0.4833984375,-0.0439453125,0.0,0.087890625,-0.439453125,-0.087890625,0000000000111111,940
-0.6591796875,-0.439453125,0.3515625,-0.263671875,0.0,-0.0439453125,-0.2197265625,0.0,0000000000111111,960
-0.3955078125,-0.52734375,0.087890625,0.1318359375,0.0,0.1318359375,-0.17578125,0.087890625,0000000000111111,980
-0.52734375,-0.3515625,0.3076171875,-0.1318359375,0.0,-0.0439453125,0.087890625,0.087890625,0000000000111111,1000
-0.6591796875,0.0,0.1318359375,-0.1318359375,0.0,-0.17578125,0.439453125,-0.1318359375,0000000000111111,1020
-1.8896484375,-0.4833984375,-0.0439453125,-0.17578125,0.0,-0.1318359375,0.7470703125,-0.3515625,0000000000111111,1040
-0.439453125,-0.3076171875,0.0439453125,0.0,0.0,-0.1318359375,1.0107421875,-0.52734375,0000000000111111,1060
-0.3076171875,-0.263671875,-0.087890625,-0.17578125,0.0,0.087890625,1.142578125,-0.5712890625,0000000000111111,1080
-0.0439453125,-0.439453125,-0.087890625,0.1318359375,0.0,-0.3515625,1.0986328125,-0.5712890625,0000000000111111,1100
0.0,-0.1318359375,0.3076171875,0.4833984375,0.0,-0.087890625,1.0986328125,-0.615234375,0000000000111111,1120
0.3955078125,-0.1318359375,0.17578125,0.1318359375,0.0,-0.0439453125,1.0986328125,-0.703125,0000000000111111,1140
0.8349609375,-0.439453125,0.3955078125,0.4833984375,0.0,-0.3515625,1.0986328125,-0.703125,0000000000111111,1160
-1.0986328125,-0.1318359375,0.0439453125,0.3076171875,0.0439453125,-0.3955078125,1.0986328125,-0.703125,0000000000111111,1180
-0.263671875,-0.439453125,0.1318359375,-0.1318359375,0.0,-0.3515625,1.23046875,-0.6591796875,0000000000111111,1200
-0.2197265625,-0.52734375,0.2197265625,0.3955078125,0.0,0.1318359375,1.40625,-0.52734375,0000000000111111,1220
0.1318359375,-0.1318359375,0.17578125,0.3515625,0.0,0.0,1.5380859375,-0.4833984375,0000000000111111,1240
-0.87890625,-0.3076171875,-0.3515625,0.263671875,0.0,0.0439453125,1.6259765625,-0.439453125,0000000000111111,1260
0.3955078125,-0.52734375,0.17578125,-0.0439453125,0.0,-0.1318359375,1.7578125,-0.3955078125,0000000000111111,1280
-0.2197265625,-0.3076171875,0.1318359375,0.1318359375,0.0,-0.3955078125,1.8896484375,-0.3955078125,0000000000111111,1300
-0.0439453125,-0.2197265625,0.3515625,0.4833984375,0.0,-0.263671875,1.93359375,-0.3955078125,0000000000111111,1320
-0.0439453125,-0.2197265625,0.52734375,0.3076171875,0.0,0.0439453125,2.0654296875,-0.439453125,0000000000111111,1340
-0.703125,0.0439453125,0.17578125,0.703125,0.0,-0.263671875,2.28515625,-0.5712890625,0000000000111111,1360
-0.1318359375,-0.1318359375,0.087890625,0.0,0.0,0.087890625,2.4609375,-0.703125,0000000000111111,1380
-0.439453125,-0.439453125,0.263671875,0.439453125,0.0,0.0439453125,2.724609375,-0.87890625,0000000000111111,1400
-0.966796875,-0.17578125,0.1318359375,0.2197265625,0.0,0.2197265625,2.8125,-1.0107421875,0000000000111111,1420
-1.0107421875,0.0,0.439453125,0.1318359375,0.0,0.1318359375,2.9443359375,-1.142578125,0000000000111111,1440
-1.142578125,-0.263671875,0.3955078125,-0.1318359375,0.0,0.1318359375,3.0322265625,-1.23046875,0000000000111111,1460
-1.40625,-0.1318359375,0.4833984375,0.0,0.0,-0.439453125,3.1201171875,-1.2744140625,0000000000111111,1480
-0.6591796875,-0.17578125,0.3955078125,0.17578125,0.0,0.1318359375,3.1640625,-1.318359375,0000000000111111,1500
-0.703125,-0.4833984375,0.2197265625,0.0439453125,0.0,-0.0439453125,3.1201171875,-1.318359375,0000000000111111,1520
-0.966796875,-0.5712890625,0.1318359375,0.087890625,0.0,0.17578125,3.0322265625,-1.40625,0000000000111111,1540
-0.439453125,-0.4833984375,0.4833984375,-0.263671875,0.0,-0.0439453125,3.0322265625,-1.494140625,0000000000111111,1560
-0.439453125,-0.2197265625,0.087890625,-0.439453125,0.0,-0.2197265625,3.076171875,-1.5380859375,0000000000111111,1580
-0.3076171875,-0.3076171875,0.17578125,-0.6591796875,0.0,-0.1318359375,3.1640625,-1.5380859375,0000000000111111,1600
-0.703125,-0.1318359375,-0.087890625,-0.3955078125,0.0,-0.2197265625,3.251953125,-1.4501953125,0000000000111111,1620
-0.087890625,-0.263671875,0.3076171875,-0.3076171875,0.0,0.0,3.1201171875,-1.318359375,0000000000111111,1640
-0.263671875,-0.1318359375,0.2197265625,-0.3515625,0.0,-0.2197265625,2.8125,-1.1865234375,0000000000111111,1660
-0.3076171875,-0.3955078125,0.087890625,-0.3515625,0.0,0.0,2.4609375,-1.142578125,0000000000111111,1680
-0.2197265625,-0.439453125,0.1318359375,-0.087890625,0.0,0.2197265625,2.28515625,-1.2744140625,0000000000111111,1700
-0.439453125,-0.3076171875,-0.0439453125,-0.52734375,0.0,0.0439453125,2.373046875,-1.40625,0000000000111111,1720
-0.4833984375,-0.3955078125,0.1318359375,-0.17578125,0.0,-0.087890625,2.5048828125,-1.58203125,0000000000111111,1740
-0.6591796875,-0.1318359375,0.3076171875,-0.3955078125,0.0,-0.439453125,2.548828125,-1.7138671875,0000000000111111,1760
-1.93359375,-0.1318359375,0.263671875,-0.2197265625,0.0,0.1318359375,2.4169921875,-1.8896484375,0000000000111111,1780
-30.1025390625,-0.2197265625,0.3955078125,0.3955078125,0.0,-0.087890625,2.28515625,-1.9775390625,0000000000111111,1800
-31.9482421875,0.087890625,0.2197265625,0.087890625,0.0,0.0,2.197265625,-2.021484375,0000000000111111,1820
-33.0029296875,-0.3955078125,0.17578125,-0.1318359375,0.0,-0.1318359375,2.1533203125,-2.021484375,0000000000111111,1840
-25.0927734375,-0.3515625,0.3515625,-0.3515625,0.0,-0.3076171875,2.021484375,-1.8896484375,0000000000111111,1860
-0.9228515625,-0.1318359375,0.1318359375,-0.087890625,0.0,-0.1318359375,1.7578125,-1.845703125,0000000000111111,1880
-0.791015625,-0.1318359375,0.17578125,-0.0439453125,0.0,0.17578125,1.669921875,-1.93359375,0000000000111111,1900
-1.0546875,-0.1318359375,0.17578125,0.3515625,0.0,0.1318359375,1.6259765625,-2.197265625,0000000000111111,1920
-0.3515625,0.1318359375,-0.1318359375,0.1318359375,0.0439453125,-0.1318359375,1.5380859375,-2.4169921875,0000000000111111,1940
-1.0546875,-0.17578125,0.1318359375,0.0,0.0,0.0,1.318359375,-2.4609375,0000000000111111,1960
-0.439453125,-0.3955078125,0.3076171875,-0.087890625,0.0,0.1318359375,1.0986328125,-2.4609375,0000000000111111,1980
-0.52734375,-0.3076171875,0.3515625,-0.087890625,0.0,-0.087890625,0.87890625,-2.373046875,0000000000111111,2000
0.0439453125,-0.263671875,0.2197265625,0.087890625,0.0,-0.0439453125,0.703125,-2.373046875,0000000000111111,2020
0.1318359375,-0.439453125,0.3955078125,0.2197265625,0.0,-0.439453125,0.8349609375,-2.2412109375,0000000000111111,2040
0.3515625,-0.439453125,0.3515625,0.0,0.0,-0.1318359375,1.0546875,-2.1533203125,0000000000111111,2060
0.3076171875,-0.439453125,0.263671875,-0.2197265625,0.0,-0.0439453125,1.23046875,-2.109375,0000000000111111,2080
-0.703125,-0.439453125,0.3076171875,0.1318359375,0.0,-0.1318359375,1.4501953125,-2.021484375,0000000000111111,2100
-0.3955078125,-0.3515625,0.2197265625,0.1318359375,0.0,-0.17578125,1.7578125,-2.021484375,0000000000111111,2120
-0.5712890625,-0.52734375,0.3515625,0.1318359375,0.0,-0.0439453125,2.109375,-2.109375,0000000000111111,2140
-0.439453125,-0.2197265625,0.52734375,0.1318359375,0.0,0.2197265625,2.28515625,-2.1533203125,0000000000111111,2160
-0.439453125,0.2197265625,0.1318359375,0.17578125,0.0,0.087890625,2.2412109375,-2.2412109375,0000000000111111,2180
-1.2744140625,0.1318359375,0.439453125,0.087890625,0.0,0.1318359375,2.1533203125,-2.3291015625,0000000000111111,2200
-1.6259765625,-0.2197265625,0.439453125,-0.087890625,0.0,-0.0439453125,1.93359375,-2.3291015625,0000000000111111,2220
-0.703125,0.0,0.3955078125,0.1318359375,0.0,0.0439453125,1.7138671875,-2.2412109375,0000000000111111,2240
-0.703125,-0.2197265625,0.1318359375,0.1318359375,0.0,-0.17578125,1.40625,-2.1533203125,0000000000111111,2260
-0.5712890625,0.1318359375,0.439453125,0.1318359375,0.0,-0.1318359375,1.1865234375,-2.0654296875,0000000000111111,2280
-1.142578125,0.17578125,0.439453125,0.1318359375,0.0,0.1318359375,1.1865234375,-1.8896484375,0000000000111111,2300
-0.7470703125,0.0439453125,0.3955078125,0.2197265625,0.0,0.1318359375,1.40625,-1.58203125,0000000000111111,2320
-0.52734375,0.0,0.1318359375,-0.0439453125,0.0,-0.17578125,1.58203125,-1.3623046875,0000000000111111,2340
-0.2197265625,0.0,0.3955078125,0.1318359375,0.0,-0.1318359375,1.669921875,-1.142578125,0000000000111111,2360
-0.6591796875,-0.2197265625,0.2197265625,0.263671875,0.0,0.0439453125,1.7138671875,-1.0107421875,0000000000111111,2380
-0.52734375,0.263671875,0.0,0.1318359375,0.0,0.0439453125,1.669921875,-0.966796875,0000000000111111,2400
-0.7470703125,0.3955078125,0.5712890625,-0.263671875,0.0,-0.3076171875,1.5380859375,-1.0546875,0000000000111111,2420
-0.4833984375,0.6591796875,0.3955078125,-0.3955078125,0.0,-0.1318359375,1.318359375,-1.2744140625,0000000000111111,2440
0.17578125,0.3955078125,0.439453125,0.3076171875,0.0,-0.1318359375,1.0107421875,-1.318359375,0000000000111111,2460
0.6591796875,-0.087890625,0.263671875,-0.1318359375,0.0,-0.3076171875,0.615234375,-1.2744140625,0000000000111111,2480
0.3515625,0.1318359375,0.087890625,-0.0439453125,0.0,-0.263671875,0.087890625,-1.0986328125,0000000000111111,2500
-1.1865234375,-0.0439453125,0.263671875,0.0439453125,0.0,-0.263671875,-0.3076171875,-1.0107421875,0000000000111111,2520
-0.52734375,0.087890625,0.703125,-0.1318359375,0.0,0.0,-0.17578125,-1.0107421875,0000000000111111,2540
0.52734375,-0.1318359375,0.439453125,-0.1318359375,0.0,-0.3076171875,0.2197265625,-1.0107421875,0000000000111111,2560
-0.3955078125,-0.3076171875,0.439453125,-0.1318359375,0.0,-0.0439453125,0.439453125,-0.8349609375,0000000000111111,2580
0.2197265625,-0.1318359375,0.1318359375,-0.1318359375,0.0,-0.2197265625,0.5712890625,-0.52734375,0000000000111111,2600
-1.142578125,0.263671875,0.087890625,-0.4833984375,0.0,-0.1318359375,0.791015625,-0.2197265625,0000000000111111,2620
-29.8388671875,0.0,0.52734375,-0.17578125,0.0,-0.0439453125,1.0107421875,-0.263671875,0000000000111111,2640
-33.6181640625,-0.263671875,0.2197265625,-0.087890625,0.0,0.0,1.0107421875,-0.4833984375,0000000000111111,2660
-33.486328125,-0.1318359375,0.3955078125,0.0439453125,0.0,0.087890625,0.87890625,-0.791015625,0000000000111111,2680
-33.046875,0.1318359375,0.3955078125,-0.1318359375,0.0439453125,-0.0439453125,0.703125,-0.966796875,0000000000111111,2700
-33.2666015625,0.2197265625,0.4833984375,-0.0439453125,0.0,-0.087890625,0.6591796875,-0.791015625,0000000000111111,2720
-25.9716796875,-0.3515625,0.1318359375,0.17578125,0.0,-0.439453125,0.52734375,-0.439453125,0000000000111111,2740
-1.318359375,0.0439453125,0.3955078125,-0.0439453125,0.0,-0.2197265625,0.263671875,0.087890625,0000000000111111,2760
-0.703125,-0.0439453125,0.2197265625,-0.3076171875,0.0,-0.263671875,0.0,0.439453125,0000000000111111,2780
-0.3955078125,-0.1318359375,0.439453125,-0.17578125,0.0,-0.2197265625,-0.1318359375,0.615234375,0000000000111111,2800
-0.1318359375,-0.087890625,0.263671875,-0.0439453125,0.0,-0.0439453125,-0.1318359375,0.52734375,0000000000111111,2820
-0.5712890625,0.0,0.3955078125,-0.3515625,0.0,-0.3076171875,0.087890625,0.3076171875,0000000000111111,2840
0.17578125,-0.1318359375,0.2197265625,0.1318359375,0.0,-0.439453125,0.3955078125,-0.087890625,0000000000111111,2860
-0.3515625,0.0,0.439453125,-0.1318359375,0.0,-0.1318359375,0.615234375,-0.4833984375,0000000000111111,2880
-0.4833984375,-0.087890625,0.17578125,-0.3076171875,0.0,-0.0439453125,0.6591796875,-0.87890625,0000000000111111,2900
-0.52734375,0.0439453125,0.3955078125,-0.1318359375,0.0,-0.0439453125,0.439453125,-1.1865234375,0000000000111111,2920
-0.52734375,0.0,0.3955078125,-0.1318359375,0.0,-0.3076171875,0.3515625,-1.318359375,0000000000111111,2940
0.17578125,-0.17578125,0.439453125,0.1318359375,0.0,-0.3955078125,0.3515625,-1.318359375,0000000000111111,2960
0.439453125,0.2197265625,0.615234375,-0.0439453125,0.0,-0.3955078125,0.3955078125,-1.494140625,0000000000111111,2980
-0.52734375,0.2197265625,0.3955078125,0.087890625,0.0,-0.3076171875,0.6591796875,-1.845703125,0000000000111111,3000
-0.966796875,0.087890625,0.52734375,-0.1318359375,0.0,0.3515625,1.0107421875,-2.3291015625,0000000000111111,3020
-0.791015625,0.087890625,0.1318359375,0.0,0.0,-0.52734375,1.3623046875,-2.7685546875,0000000000111111,3040
-0.7470703125,0.1318359375,0.8349609375,-0.0439453125,0.0,-0.3076171875,1.58203125,-2.98828125,0000000000111111,3060
-0.615234375,0.1318359375,-0.0439453125,-0.263671875,0.0,0.0,1.8896484375,-3.076171875,0000000000111111,3080
-1.4501953125,0.087890625,0.6591796875,-0.0439453125,0.0,-0.1318359375,2.2412109375,-3.33984375,0000000000111111,3100
-0.5712890625,0.0439453125,0.439453125,0.1318359375,0.0,-0.263671875,2.63671875,-3.955078125,0000000000111111,3120
-1.23046875,0.3076171875,0.439453125,0.2197265625,0.0,-0.263671875,3.076171875,-4.8779296875,0000000000111111,3140
-1.9775390625,0.1318359375,0.52734375,0.087890625,0.0,-0.1318359375,3.5595703125,-5.9765625,0000000000111111,3160
-1.669921875,0.4833984375,0.3515625,-0.3076171875,0.0,0.0,3.4716796875,-7.119140625,0000000000111111,3180
-0.6591796875,0.2197265625,0.52734375,0.0,0.0,-0.3515625,3.33984375,-8.173828125,0000000000111111,3200
-0.439453125,0.3515625,0.3076171875,-0.1318359375,0.0,0.0439453125,3.515625,-9.0087890625,0000000000111111,3220
0.0439453125,0.3955078125,-0.0439453125,0.1318359375,0.0,-0.087890625,3.603515625,-9.7119140625,0000000000111111,3240
-0.52734375,0.263671875,0.3955078125,-0.087890625,0.0,-0.1318359375,3.251953125,-10.634765625,0000000000111111,3260
-0.7470703125,0.3515625,0.439453125,0.17578125,0.0,0.0,2.7685546875,-11.77734375,0000000000111111,3280
-1.3623046875,0.4833984375,0.0,-0.263671875,0.0,-0.0439453125,2.3291015625,-13.1396484375,0000000000111111,3300
-1.2744140625,0.0,0.3515625,-0.4833984375,0.0,-0.263671875,1.58203125,-14.8974609375,0000000000111111,3320
-0.3955078125,0.1318359375,0.263671875,-0.703125,0.0,-0.0439453125,1.2744140625,-16.6552734375,0000000000111111,3340
-0.52734375,0.1318359375,0.439453125,-0.4833984375,0.0,-0.087890625,1.0107421875,-18.4130859375,0000000000111111,3360
-1.494140625,0.1318359375,0.52734375,-0.615234375,0.0,0.0,1.0107421875,-20.2587890625,0000000000111111,3380
-0.703125,0.3076171875,0.615234375,-0.7470703125,0.0,0.17578125,1.0986328125,-22.4560546875,0000000000111111,3400
-0.6591796875,0.0,0.5712890625,-1.0546875,0.0,-0.3076171875,0.87890625,-24.609375,0000000000111111,3420
-1.318359375,0.439453125,0.2197265625,-0.52734375,0.0,-0.087890625,0.52734375,-26.982421875,0000000000111111,3440
-0.966796875,0.3515625,0.439453125,-0.703125,0.0,-0.3515625,0.1318359375,-29.35546875,0000000000111111,3460
-0.791015625,0.3955078125,0.6591796875,-0.7470703125,0.0,-0.1318359375,-0.17578125,-31.7724609375,0000000000111111,3480
-0.703125,0.703125,0.703125,-0.439453125,0.0,-0.087890625,-0.1318359375,-34.1455078125,0000000000111111,3500
-0.703125,0.1318359375,0.3955078125,-0.6591796875,0.0,0.17578125,-0.2197265625,-36.1669921875,0000000000111111,3520
-1.0107421875,0.263671875,0.52734375,-0.703125,0.0,0.087890625,-0.52734375,-38.2763671875,0000000000111111,3540
-0.9228515625,0.3515625,0.1318359375,-0.263671875,0.0,-0.0439453125,-0.791015625,-40.4296875,0000000000111111,3560
-0.703125,0.2197265625,0.263671875,-0.1318359375,0.0,0.2197265625,-0.9228515625,-42.451171875,0000000000111111,3580
-0.703125,0.3515625,0.439453125,0.1318359375,0.0,0.087890625,-1.0107421875,-44.384765625,0000000000111111,3600
-0.791015625,0.439453125,0.439453125,0.0,0.0,-0.17578125,-1.1865234375,-46.142578125,0000000000111111,3620
-0.615234375,0.3515625,0.2197265625,0.0439453125,0.0,-0.087890625,-1.4501953125,-47.98828125,0000000000111111,3640
-0.263671875,0.7470703125,0.5712890625,-0.3076171875,0.0,-0.1318359375,-1.669921875,-49.833984375,0000000000111111,3660
-0.9228515625,0.87890625,0.2197265625,-0.1318359375,0.0,-0.087890625,-1.8017578125,-51.6357421875,0000000000111111,3680
-0.3955078125,0.7470703125,0.3955078125,0.087890625,0.0,-0.1318359375,-1.8896484375,-53.173828125,0000000000111111,3700
-0.1318359375,0.703125,0.4833984375,0.2197265625,0.0,-0.087890625,-2.1533203125,-54.66796875,0000000000111111,3720
0.0439453125,0.615234375,0.5712890625,-0.0439453125,0.0,-0.3515625,-2.4169921875,-56.07421875,0000000000111111,3740
-14.4580078125,0.5712890625,0.3955078125,-0.17578125,0.0,-0.2197265625,-2.5927734375,-57.3486328125,0000000000111111,3760
-32.34375,0.703125,0.3955078125,-0.0439453125,0.0,-0.0439453125,-2.8564453125,-58.7548828125,0000000000111111,3780
-32.16796875,0.52734375,0.263671875,-0.1318359375,0.0,0.0,-3.1201171875,-60.0732421875,0000000000111111,3800
-32.080078125,0.263671875,0.1318359375,0.1318359375,0.0,0.0439453125,-3.3837890625,-61.435546875,0000000000111111,3820
-32.080078125,0.3515625,0.5712890625,0.087890625,0.0,0.0,-3.515625,-62.666015625,0000000000111111,3840
-32.431640625,0.1318359375,0.703125,-0.0439453125,0.0,-0.3076171875,-3.603515625,-63.720703125,0000000000111111,3860
-32.6513671875,0.52734375,0.263671875,0.0439453125,0.0,-0.263671875,-3.6474609375,-64.599609375,0000000000111111,3880
-32.7392578125,0.3076171875,0.263671875,-0.0439453125,0.0,0.0,-3.7353515625,-65.6103515625,0000000000111111,3900
-32.431640625,0.3955078125,0.3515625,0.0,0.0,0.087890625,-3.8671875,-66.708984375,0000000000111111,3920
-6.5478515625,0.439453125,0.615234375,-0.17578125,0.0,-0.3515625,-3.9990234375,-67.7197265625,0000000000111111,3940
0.439453125,0.3515625,0.3955078125,-0.3515625,0.0,-0.087890625,-4.04296875,-68.5107421875,0000000000111111,3960
0.439453125,0.3076171875,0.3076171875,-0.0439453125,0.0,-0.17578125,-4.130859375,-69.1259765625,0000000000111111,3980
-0.1318359375,0.1318359375,0.4833984375,-0.087890625,0.0,-0.1318359375,-4.21875,-69.7412109375,0000000000111111,4000
-0.3515625,0.439453125,0.52734375,-0.1318359375,0.0,-0.1318359375,-4.0869140625,-70.48828125,0000000000111111,4020
-0.703125,0.17578125,0.3515625,-0.0439453125,0.0,0.087890625,-3.9990234375,-71.19140625,0000000000111111,4040
-0.5712890625,0.5712890625,0.6591796875,-0.087890625,0.0,-0.0439453125,-3.9111328125,-71.71875,0000000000111111,4060
-0.17578125,0.3076171875,0.5712890625,0.0,0.0,0.1318359375,-3.9111328125,-72.2900390625,0000000000111111,4080
-0.6591796875,0.3515625,0.5712890625,-0.3076171875,0.0,0.087890625,-3.8232421875,-72.9052734375,0000000000111111,4100
-0.52734375,0.2197265625,0.3076171875,-0.2197265625,0.0,0.0,-3.6474609375,-73.564453125,0000000000111111,4120
-0.4833984375,0.1318359375,0.263671875,-0.087890625,0.0,-0.1318359375,-3.5595703125,-74.1357421875,0000000000111111,4140
-0.439453125,0.3515625,0.5712890625,-0.1318359375,0.0,0.0,-3.515625,-74.5751953125,0000000000111111,4160
-0.6591796875,0.2197265625,0.3515625,-0.087890625,0.0,-0.1318359375,-3.4716796875,-74.8388671875,0000000000111111,4180
-0.791015625,0.1318359375,0.3515625,0.087890625,0.0,-0.2197265625,-3.427734375,-75.1025390625,0000000000111111,4200
-1.0986328125,0.4833984375,0.439453125,-0.1318359375,0.0,0.2197265625,-3.4716796875,-75.234375,0000000000111111,4220
-0.3076171875,0.52734375,0.263671875,-0.17578125,0.0,0.1318359375,-3.69140625,-75.41015625,0000000000111111,4240
-0.1318359375,0.703125,0.3076171875,-0.0439453125,0.0,0.1318359375,-3.9990234375,-75.41015625,0000000000111111,4260
-1.318359375,0.615234375,0.703125,-0.2197265625,0.0,0.3955078125,-4.21875,-75.322265625,0000000000111111,4280
-1.318359375,0.3515625,0.5712890625,0.0,0.0,0.2197265625,-4.482421875,-75.2783203125,0000000000111111,4300
-0.3515625,0.7470703125,0.3076171875,-0.0439453125,0.0,0.263671875,-4.7021484375,-75.3662109375,0000000000111111,4320
0.0439453125,0.439453125,0.3076171875,-0.1318359375,0.0,0.0439453125,-4.9658203125,-75.5419921875,0000000000111111,4340
-0.7470703125,0.263671875,0.439453125,-0.615234375,0.0,0.2197265625,-5.0537109375,-75.76171875,0000000000111111,4360
-0.791015625,0.3955078125,0.439453125,-0.5712890625,0.0,0.3515625,-5.09765625,-75.849609375,0000000000111111,4380
-0.791015625,0.3955078125,0.3515625,-0.5712890625,0.0,0.439453125,-5.185546875,-75.8056640625,0000000000111111,4400
